,name,raw_wp_url,pdf_url,number_pages,number_images,number_characters,number_equations
379,foam,https://whitepaper.io/document/0/foam-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=foam,23,254,50212,1
380,sharetoken,https://whitepaper.io/document/0/sharetoken-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=sharetoken,23,36,47448,5
381,peakdefi,https://whitepaper.io/document/0/peakdefi-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=peakdefi,39,40,65869,26
382,mysterium,https://whitepaper.io/document/0/mysterium-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=mysterium,32,11,80239,2
383,hegic,https://whitepaper.io/document/616/hegic-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sk9VthSqw,26,2,63460,17
384,zano,https://whitepaper.io/document/0/zano-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=zano,20,18,45436,21
385,kylin,https://whitepaper.io/document/757/kylin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1IWa7mOd,18,3,34682,22
386,poa,https://whitepaper.io/document/741/poa-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1R9UXoId,51,8,68367,431
387,proximax,https://whitepaper.io/document/404/proximax-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bkm4NFf3E,49,49,60425,0
388,ignis,https://whitepaper.io/document/0/ignis-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ignis,57,0,89645,0
389,n_exchange,https://whitepaper.io/document/361/n-exchange-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1lJqTWom,27,18,39954,0
390,biopassport_token,https://whitepaper.io/document/0/biopassport-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=biopassport-token,53,87,61941,18
391,edgeless,https://whitepaper.io/document/158/edgeless-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJejv6Wbm,23,3,37358,29
392,gamercoin,https://whitepaper.io/document/0/gamercoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=gamercoin,55,41,75829,22
393,tokenomy,https://whitepaper.io/document/157/tokenomy-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJxE_GZ-m,88,40,108732,4
394,ariva,https://whitepaper.io/document/0/ariva-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ariva,44,123,37931,0
395,baasid,https://whitepaper.io/document/374/baasid-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1xfPgDiN,93,93,97250,14
396,revv,https://whitepaper.io/document/680/revv-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BywmGEcmu,11,26,12843,0
397,multivac,https://whitepaper.io/document/529/multivac-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BktRlk0z8,11,5,59804,64
398,ring_x_platform,https://whitepaper.io/document/0/ring-x-platform-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ring-x-platform,43,377,26097,4
399,polaris_share,https://whitepaper.io/document/0/polaris-share-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=polaris-share,31,31,45060,1
400,dfyn_network,https://whitepaper.io/document/0/dfyn-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dfyn-network,31,78,20757,0
401,bnktothefuture,https://whitepaper.io/document/75/bnktothefuture-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJmixNZxm,86,25,84942,1
402,newton,https://whitepaper.io/document/403/newton-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJ3PftMnN,17,1,35868,0
403,ilcoin,https://whitepaper.io/document/414/ilcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sk4jBzrTE,12,7,19342,2
404,the_transfer_token,https://whitepaper.io/document/735/the-transfer-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HyeOFa4fUu,4,0,3189,0
405,cirus_foundation,https://whitepaper.io/document/0/cirus-foundation-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=cirus-foundation,29,12,41646,0
406,stem_cell_coin,https://whitepaper.io/document/446/stem-cell-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SybAQi30V,40,100,63006,1
407,bhp_network,https://whitepaper.io/document/431/bhp-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJ6a1hwRE,9,18,12898,15
408,nexus,https://whitepaper.io/document/443/nexus-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJAg8VnCE,20,5,29768,15
409,covesting,https://whitepaper.io/document/312/covesting-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1R40qPWX,40,11,95158,6
410,v_systems,https://whitepaper.io/document/484/v-systems-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkXneorXB,12,13,23182,12
411,1world,https://whitepaper.io/document/0/1world-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=1world,55,0,98619,0
412,bytecoin,https://whitepaper.io/document/751/bytecoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJzbi9ZP_,20,1,46105,137
413,qlcchain,https://whitepaper.io/document/238/qlcchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hk91nxSbm,22,0,33250,1
414,viacoin,https://whitepaper.io/document/173/viacoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1FVfdM-7,9,0,17028,9
415,gridcoin,https://whitepaper.io/document/305/gridcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BktgItD-Q,12,1,27809,2
416,torum,https://whitepaper.io/document/0/torum-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=torum,32,17,43484,0
417,populous,https://whitepaper.io/document/19/populous-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1Pjb3F6G,23,3,33872,22
418,aidos_kuneen,https://whitepaper.io/document/508/aidos-kuneen-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1VzmBceL,16,24,57235,87
419,salt,https://whitepaper.io/document/85/salt-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJ_Jud-eQ,18,19,45812,0
420,insurace,https://whitepaper.io/document/0/insurace-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=insurace,26,9,43597,6
421,qatar_2022_token,https://whitepaper.io/document/0/qatar-2022-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=qatar-2022-token,30,9,19924,6
422,sora,https://whitepaper.io/document/636/sora-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJVnZd0W_,16,15,6666,0
423,factom,https://whitepaper.io/document/384/factom-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkbLdKdiE,38,10,74439,1
424,monetha,https://whitepaper.io/document/308/monetha-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bk_HsYwWm,47,112,106016,12
425,atari_token,https://whitepaper.io/document/0/atari-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=atari-token,12,12,36389,0
426,bitcoin_private,https://whitepaper.io/document/99/bitcoin-private-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJ4U2n7lQ,18,2,34836,1
427,bullperks,https://whitepaper.io/document/0/bullperks-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bullperks,18,3,2825,1
428,cryptofranc,https://whitepaper.io/document/547/cryptofranc-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hkq68xNmU,40,158,69266,2
429,nxt,https://whitepaper.io/document/62/nxt-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1zJ7yMAz,28,0,63986,15
430,enecuum,https://whitepaper.io/document/755/enecuum-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryxx_jZDu,39,3,83009,10
431,minter_network,https://whitepaper.io/document/0/minter-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=minter-network,19,11,30404,15
432,glitch,https://whitepaper.io/document/0/glitch-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=glitch,19,16,17561,0
433,linker_coin,https://whitepaper.io/document/0/linker-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=linker-coin,38,8,65123,13
434,suncontract,https://whitepaper.io/document/310/suncontract-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1UViqD-X,24,0,25834,0
435,tenx,https://whitepaper.io/document/103/tenx-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJGtO1Bl7,51,42,73263,1
436,maps,https://whitepaper.io/document/0/maps-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=maps,11,1,20584,1
437,babb,https://whitepaper.io/document/169/babb-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJdP2DzbX,56,71,88172,0
438,lympo,https://whitepaper.io/document/111/lympo-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1RpOXrl7,29,31,53457,11
439,tokencard,https://whitepaper.io/document/168/tokencard-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HygQiwG-Q,29,20,59260,3
440,aurora,https://whitepaper.io/document/391/aurora-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkgCQQJKsE,9,0,15724,0
441,fortknoxster,https://whitepaper.io/document/0/fortknoxster-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=fortknoxster,27,17,31728,0
442,metaverse_etp,https://whitepaper.io/document/184/metaverse-etp-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SykA5FGWX,35,35,95676,12
443,achain,https://whitepaper.io/document/87/achain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJ8RhuWgX,18,28,36729,0
444,deepbrain_chain,https://whitepaper.io/document/86/deepbrain-chain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkrO5u-eQ,35,77,80402,15
445,colossusxt,https://whitepaper.io/document/256/colossusxt-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Skb9eKI-X,36,36,49516,0
446,oxbull_tech,https://whitepaper.io/document/696/oxbull-tech-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1VqSXkSu,17,31,6371,0
447,litecoin_cash,https://whitepaper.io/document/353/litecoin-cash-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyWsI5TNm,9,0,23535,1
448,gpex,https://whitepaper.io/document/0/gpex-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=gpex,26,59,33642,0
449,xtrabytes,https://whitepaper.io/document/272/xtrabytes-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hyq-l2U-X,9,10,16030,0
450,perth_mint_gold_token,https://whitepaper.io/document/0/perth-mint-gold-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=perth-mint-gold-token,56,3,65783,8
451,vestchain,https://whitepaper.io/document/392/vestchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJUxHJYs4,24,9,38981,28
452,einsteinium,https://whitepaper.io/document/418/einsteinium-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByEj3fr6N,9,3,18594,1
453,evidenz,https://whitepaper.io/document/0/evidenz-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=evidenz,35,9,82946,2
454,nebulas,https://whitepaper.io/document/38/nebulas-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hk89dg10G,27,7,37324,0
455,smartmesh,https://whitepaper.io/document/118/smartmesh-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1TR_USlX,19,10,26847,0
456,top_network,https://whitepaper.io/document/433/top-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1WzlCDA4,58,20,113427,0
457,mobilian_coin,https://whitepaper.io/document/0/mobilian-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=mobilian-coin,40,11,71037,1
458,duckdaodime,https://whitepaper.io/document/0/duckdaodime-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=duckdaodime,5,17,4948,0
459,sparkpoint,https://whitepaper.io/document/0/sparkpoint-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=sparkpoint,39,39,0,0
460,dsla_protocol,https://whitepaper.io/document/0/dsla-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dsla-protocol,28,7,123186,0
461,sibcoin,https://whitepaper.io/document/0/sibcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=sibcoin,12,14,11640,0
462,skycoin,https://whitepaper.io/document/56/skycoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sych53-CM,28,46,50629,0
463,safemoon_inu,https://whitepaper.io/document/0/safemoon-inu-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=safemoon-inu,11,11,3278,0
464,lamden,https://whitepaper.io/document/307/lamden-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryWJ5tDbm,16,3,36557,0
465,swingby,https://whitepaper.io/document/0/swingby-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=swingby,20,2,46266,11
466,convergence,https://whitepaper.io/document/0/convergence-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=convergence,17,6,3030,1
467,graphlinq_protocol,https://whitepaper.io/document/0/graphlinq-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=graphlinq-protocol,11,8,16593,0
468,sifchain,https://whitepaper.io/document/0/sifchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=sifchain,9,0,35033,0
469,egretia,https://whitepaper.io/document/349/egretia-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyZTkqpNQ,48,103,59800,0
470,cryptaur,https://whitepaper.io/document/178/cryptaur-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1gGcOfWX,33,26,60783,0
471,paid_network,https://whitepaper.io/document/722/paid-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1Mss9oBd,20,0,62141,4
472,genaro_network,https://whitepaper.io/document/346/genaro-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B19rjYaV7,59,25,72240,1
473,gny,https://whitepaper.io/document/665/gny-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hy_XyxbQd,8,7,8677,2
474,blocknet,https://whitepaper.io/document/80/blocknet-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HyCUbOWg7,42,45,94196,0
475,cybermiles,https://whitepaper.io/document/74/cybermiles-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkNh6XWx7,27,27,56530,0
476,exmo,https://whitepaper.io/document/687/exmo-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1yah_MNu,28,33,38618,2
477,safe_haven,https://whitepaper.io/document/0/safe-haven-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=safe-haven,25,27,39296,53
478,kubecoin,https://whitepaper.io/document/0/kubecoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=kubecoin,14,14,17853,0
479,repo_coin,https://whitepaper.io/document/408/repo-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HycRaQNp4,3,6,4049,0
480,spacechain,https://whitepaper.io/document/295/spacechain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJwnZdDWm,33,21,71439,0
481,primecoin,https://whitepaper.io/document/129/primecoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkTAgvRg7,6,3,14525,1
482,kava_swap,https://whitepaper.io/document/0/kava-swap-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=kava-swap,4,0,7644,0
483,iqeon,https://whitepaper.io/document/0/iqeon-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=iqeon,34,1,95987,0
484,wagerr,https://whitepaper.io/document/160/wagerr-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJY02T-bm,34,13,62476,5
485,internet_node_token,https://whitepaper.io/document/211/internet-node-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkVpk_X-X,17,22,55758,0
486,cybervein,https://whitepaper.io/document/138/cybervein-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1Ru8CCgm,18,0,54267,5
487,attila,https://whitepaper.io/document/660/attila-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1Jd9QeXu,67,22,92887,24
488,wicrypt,https://whitepaper.io/document/0/wicrypt-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=wicrypt,12,0,13641,0
489,kampay,https://whitepaper.io/document/0/kampay-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=kampay,26,32,46252,1
490,stakeborg_dao,https://whitepaper.io/document/0/stakeborg-dao-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=stakeborg-dao,26,5,44252,2
491,webdollar,https://whitepaper.io/document/0/webdollar-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=webdollar,28,41,64284,42
492,docademic,https://whitepaper.io/document/342/docademic-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1Ni_nN7X,59,31,71715,2
493,crypto20,https://whitepaper.io/document/412/crypto20-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H16eSEET4,16,1,71329,14
494,credits,https://whitepaper.io/document/130/credits-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1aVED0lQ,15,0,41596,2
495,cpchain,https://whitepaper.io/document/219/cpchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1HHF_XbX,7,7,4576,0
496,signata,https://whitepaper.io/document/0/signata-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=signata,12,5,17850,0
497,high_performance_blockchain,https://whitepaper.io/document/94/high-performance-blockchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HyioFYWl7,22,6,26365,0
498,cindicator,https://whitepaper.io/document/105/cindicator-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SkrDh1rxX,37,18,97626,39
499,ally,https://whitepaper.io/document/0/ally-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ally,24,11,29995,0
500,platincoin,https://whitepaper.io/document/567/platincoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1DVHKE7U,22,28,23770,0
501,truechain,https://whitepaper.io/document/90/truechain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByljeYbg7,17,1,33687,0
502,breezecoin,https://whitepaper.io/document/521/breezecoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1OPvuk-8,16,16,0,0
503,pillar,https://whitepaper.io/document/555/pillar-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hk3rlG478,39,10,59337,1
504,shirtum,https://whitepaper.io/document/0/shirtum-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=shirtum,43,7,60950,2
505,peri_finance,https://whitepaper.io/document/0/peri-finance-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=peri-finance,27,37,36151,4
506,chronicle,https://whitepaper.io/document/0/chronicle-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=chronicle,10,2,15159,0
507,rangers_protocol,https://whitepaper.io/document/0/rangers-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=rangers-protocol,59,30,106948,5
508,carvertical,https://whitepaper.io/document/335/carvertical-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HyJHTLyf7,49,49,49367,1
509,realfevr,https://whitepaper.io/document/0/realfevr-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=realfevr,23,23,953,0
510,unistake,https://whitepaper.io/document/689/unistake-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SybJzFMNu,16,5,16280,0
511,cutcoin,https://whitepaper.io/document/0/cutcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=cutcoin,18,5,31427,77
512,42_coin,https://whitepaper.io/document/0/42-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=42-coin,10,0,18816,39
513,bitcoin_plus,https://whitepaper.io/document/0/bitcoin-plus-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bitcoin-plus,5,1,15206,0
514,youchain,https://whitepaper.io/document/514/youchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJkHQLkWL,42,6,57681,5
515,fortuna,https://whitepaper.io/document/292/fortuna-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJI4AwDWm,47,17,71820,50
516,bean_cash_bitbean,https://whitepaper.io/document/280/bean-cash-bitbean-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkc6tUDWQ,6,12,6287,0
517,drife,https://whitepaper.io/document/0/drife-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=drife,39,0,44527,0
518,gamespad,https://whitepaper.io/document/0/gamespad-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=gamespad,20,0,5744,0
519,integritee_network,https://whitepaper.io/document/0/integritee-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=integritee-network,30,0,39648,0
520,bread,https://whitepaper.io/document/143/bread-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bk7tX--ZQ,17,8,36229,0
521,stakenet,https://whitepaper.io/document/128/stakenet-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1j7CI0lm,36,536,92195,0
522,linkeye,https://whitepaper.io/document/190/linkeye-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sk_vt5GWm,30,30,42769,3
523,loser_coin,https://whitepaper.io/document/0/loser-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=loser-coin,21,21,24630,4
524,blackhat,https://whitepaper.io/document/0/blackhat-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=blackhat,17,0,17024,3
525,baanx,https://whitepaper.io/document/0/baanx-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=baanx,52,29,88518,0
526,htmlcoin,https://whitepaper.io/document/124/htmlcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJOJ7T6em,44,145,62732,0
527,blackcoin,https://whitepaper.io/document/327/blackcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryy80BJz7,2,0,9486,0
528,bonuscloud,https://whitepaper.io/document/0/bonuscloud-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bonuscloud,41,34,68043,6
529,digix_gold,https://whitepaper.io/document/746/digix-gold-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJHX8tewd,11,10,12271,0
530,rigoblock,https://whitepaper.io/document/0/rigoblock-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=rigoblock,8,4,43108,0
531,hempcoin,https://whitepaper.io/document/297/hempcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1AaBuD-m,18,42,23836,0
532,smartcash,https://whitepaper.io/document/453/smartcash-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1b0I3hA4,22,67,15761,1
533,bismuth,https://whitepaper.io/document/0/bismuth-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bismuth,32,32,56779,32
534,levolution,https://whitepaper.io/document/549/levolution-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hkid3e4XI,55,37,104533,0
535,thekey,https://whitepaper.io/document/136/thekey-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hyh-2a0gQ,37,36,53532,1
536,vibe,https://whitepaper.io/document/223/vibe-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rySbeKX-7,15,17,19173,0
537,bitcoinhd,https://whitepaper.io/document/544/bitcoinhd-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByowIrQmU,29,29,43754,4
538,9d_nft,https://whitepaper.io/document/0/9d-nft-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=9d-nft,39,115,5693,0
539,pawthereum,https://whitepaper.io/document/0/pawthereum-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=pawthereum,12,29,13036,0
540,dmarket,https://whitepaper.io/document/329/dmarket-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJcbZL1zQ,29,21,37883,1
541,tap,https://whitepaper.io/document/528/tap-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJay6CpfU,54,99,62430,2
542,polkawar,https://whitepaper.io/document/0/polkawar-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=polkawar,19,25,24085,17
543,daps,https://whitepaper.io/document/253/daps-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HyftQNUZX,12,2,13429,0
544,w_green_pay,https://whitepaper.io/document/0/w-green-pay-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=w-green-pay,12,4,10432,0
545,data,https://whitepaper.io/document/149/data-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hyy0FWWbQ,60,60,121005,26
546,huobi_pool_token,https://whitepaper.io/document/0/huobi-pool-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=huobi-pool-token,10,3,19741,3
547,oneroot_network,https://whitepaper.io/document/230/oneroot-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Skiv-eBWX,25,9,51315,0
548,swarm,https://whitepaper.io/document/140/swarm-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJz7ceWW7,43,21,70660,0
549,medishares,https://whitepaper.io/document/119/medishares-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1n7j8reQ,43,65,54365,2
550,hedget,https://whitepaper.io/document/0/hedget-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=hedget,34,1,80115,1
551,lightstreams,https://whitepaper.io/document/0/lightstreams-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=lightstreams,34,1326,57915,0
552,zenfuse,https://whitepaper.io/document/0/zenfuse-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=zenfuse,50,59,59265,0
553,pascal_coin,https://whitepaper.io/document/304/pascal-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJWK7YD-Q,29,5,44492,12
554,contentbox,https://whitepaper.io/document/480/contentbox-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJ40RClXS,26,9,51715,13
555,primas,https://whitepaper.io/document/232/primas-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJdkrerbQ,46,10,59694,8
556,substratum,https://whitepaper.io/document/51/substratum-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyPGX2Z0M,23,3,26733,0
557,davinci_coin,https://whitepaper.io/document/429/davinci-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkV37ivR4,31,31,0,0
558,evrynet,https://whitepaper.io/document/0/evrynet-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=evrynet,51,11,95925,122
559,dappstore,https://whitepaper.io/document/0/dappstore-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dappstore,30,286,93536,1
560,caspian,https://whitepaper.io/document/471/caspian-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkW_RCEyr,26,3,73069,0
561,dose,https://whitepaper.io/document/0/dose-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dose,34,19,58554,0
562,apix,https://whitepaper.io/document/0/apix-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=apix,26,13,41505,0
563,geodb,https://whitepaper.io/document/0/geodb-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=geodb,36,12,50304,2
564,wings,https://whitepaper.io/document/187/wings-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJ8wH9fWX,21,22,37522,0
565,wepower,https://whitepaper.io/document/202/wepower-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkaqvfX-Q,48,45,92510,0
566,ost,https://whitepaper.io/document/163/ost-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJI5mPfWX,35,41,85944,18
567,dinox,https://whitepaper.io/document/0/dinox-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dinox,20,33,19502,0
568,atlas_protocol,https://whitepaper.io/document/560/atlas-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryLrB_47U,15,3,13807,0
