,name,raw_wp_url,pdf_url,number_pages,number_images,number_characters,number_equations
189,sologenic,https://whitepaper.io/document/666/sologenic-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJ4cggbmO,50,72,127829,5
190,glitzkoin,https://whitepaper.io/document/520/glitzkoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SkN78ukZL,19,16,28793,0
191,hedgetrade,https://whitepaper.io/document/579/hedgetrade-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1XAwYZn8,10,5,18130,4
192,sun,https://whitepaper.io/document/661/sun-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyPsy4gmd,7,0,8611,15
193,centrality,https://whitepaper.io/document/47/centrality-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1_mzD-Az,49,38,92575,0
194,celo_dollar,https://whitepaper.io/document/747/celo-dollar-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1XRuKewO,14,0,47431,0
195,moviebloc,https://whitepaper.io/document/536/moviebloc-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rk_NTRzXU,38,16,36549,0
196,mainframe,https://whitepaper.io/document/341/mainframe-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hk-3qiEXX,35,56,57145,0
197,conun,https://whitepaper.io/document/611/conun-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SkvOyoBcP,27,26,35835,0
198,somesing,https://whitepaper.io/document/0/somesing-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=somesing,47,123,61313,13
199,thundercore,https://whitepaper.io/document/458/thundercore-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByuXvxC0V,11,0,26527,5
200,melon,https://whitepaper.io/document/227/melon-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sk7NzkEZX,7,2,29245,27
201,polkastarter,https://whitepaper.io/document/651/polkastarter-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r15SM0AG_,26,58,16453,0
202,dusk_network,https://whitepaper.io/document/545/dusk-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Syp9_rXmL,28,0,50977,52
203,chainbing,https://whitepaper.io/document/0/chainbing-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=chainbing,7,4,6269,0
204,verasity,https://whitepaper.io/document/0/verasity-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=verasity,40,94,79111,0
205,sport_and_leisure,https://whitepaper.io/document/574/sport-and-leisure-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByKN-Ir7U,21,18,50067,0
206,mines_of_dalarnia,https://whitepaper.io/document/0/mines-of-dalarnia-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=mines-of-dalarnia,12,30,14743,0
207,ampleforth,https://whitepaper.io/document/585/ampleforth-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1uqo9Tew,17,0,26802,6
208,gxchain,https://whitepaper.io/document/397/gxchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJqUvhaiE,42,10,59410,3
209,neblio,https://whitepaper.io/document/101/neblio-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1hpSJrgQ,20,3,23353,0
210,strike,https://whitepaper.io/document/0/strike-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=strike,14,0,15688,5
211,phala_network,https://whitepaper.io/document/640/phala-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1hL8WJMd,18,0,37637,4
212,dkargo,https://whitepaper.io/document/656/dkargo-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hy3ABpJX_,42,17,73804,0
213,yield_guild_games,https://whitepaper.io/document/0/yield-guild-games-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=yield-guild-games,32,67,44031,4
214,cocos_bcx,https://whitepaper.io/document/614/cocos-bcx-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1nY2jBcv,58,42,110083,1
215,band_protocol,https://whitepaper.io/document/589/band-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HygB_oTeP,30,24,46648,2
216,tomochain,https://whitepaper.io/document/175/tomochain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJnGB_zbQ,18,14,42829,19
217,smartofgiving,https://whitepaper.io/document/0/smartofgiving-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=smartofgiving,20,7,44226,1
218,klever,https://whitepaper.io/document/713/klever-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hk0EEoEBd,24,24,20687,0
219,qcash,https://whitepaper.io/document/749/qcash-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkQSCKlwd,11,2,22251,1
220,safepal,https://whitepaper.io/document/730/safepal-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rk_DJry8O,30,66,15029,1
221,wanchain,https://whitepaper.io/document/712/wanchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1gwexLQSd,34,46,62744,37
222,bitshares,https://whitepaper.io/document/388/bitshares-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJcAAAuoE,4,4,21760,0
223,super_zero,https://whitepaper.io/document/532/super-zero-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sy76NCzm8,51,34,103826,103
224,carry,https://whitepaper.io/document/556/carry-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HykfTHN7L,39,21,61067,6
225,lina,https://whitepaper.io/document/487/lina-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJJdw38mH,34,16,89000,0
226,komodo,https://whitepaper.io/document/34/komodo-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJ5ufxk0M,80,0,218802,12
227,gods_unchained,https://whitepaper.io/document/0/gods-unchained-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=gods-unchained,34,0,48502,2
228,aioz_network,https://whitepaper.io/document/721/aioz-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H14svciHd,26,17,40365,3
229,platon,https://whitepaper.io/document/0/platon-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=platon,75,14,105964,63
230,syntropy,https://whitepaper.io/document/652/syntropy-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByWqSC0zd,8,11,30984,6
231,bitmart,https://whitepaper.io/document/685/bitmart-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkWiKOfEu,36,27,35293,0
232,terra_virtua_kolect,https://whitepaper.io/document/742/terra-virtua-kolect-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkwV_s38e,48,58,46074,0
233,hyperion,https://whitepaper.io/document/417/hyperion-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HyTAcGHp4,28,76,56898,1
234,cult_dao,https://whitepaper.io/document/0/cult-dao-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=cult-dao,12,14,21374,0
235,akash_network,https://whitepaper.io/document/632/akash-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkmNV6p-d,13,4,33852,74
236,star_atlas,https://whitepaper.io/document/0/star-atlas-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=star-atlas,42,0,52415,0
237,moss_coin,https://whitepaper.io/document/451/moss-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1qqxn204,33,52,42078,1
238,proton,https://whitepaper.io/document/750/proton-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJ-teDZvu,11,0,10821,0
239,refereum,https://whitepaper.io/document/281/refereum-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1T3qIv-7,31,63,48485,1
240,lto_network,https://whitepaper.io/document/459/lto-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SkWpuxA0E,10,9,16022,0
241,hunt,https://whitepaper.io/document/0/hunt-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=hunt,20,1,42034,3
242,kardiachain,https://whitepaper.io/document/0/kardiachain-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=kardiachain,11,3,48286,17
243,bitcoin_diamond,https://whitepaper.io/document/678/bitcoin-diamond-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Syt7pX5XO,16,701,46156,9
244,elastos,https://whitepaper.io/document/45/elastos-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1kUkP-RM,25,13,38534,3
245,era_swap,https://whitepaper.io/document/0/era-swap-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=era-swap,97,11,330104,159
246,pivx,https://whitepaper.io/document/44/pivx-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJXpaUWAM,18,6,11757,7
247,dxchain,https://whitepaper.io/document/491/dxchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hkq0nlRmr,58,13,87781,25
248,presearch,https://whitepaper.io/document/210/presearch-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HyY40vmbX,39,24,83742,13
249,ultiledger,https://whitepaper.io/document/478/ultiledger-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1epnAl7H,64,148,142519,3
250,steem_dollars,https://whitepaper.io/document/0/steem-dollars-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=steem-dollars,32,1,100235,5
251,groestlcoin,https://whitepaper.io/document/133/groestlcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sy6aepRlX,19,0,52206,145
252,aeternity,https://whitepaper.io/document/14/aeternity-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1UYcyYaf,10,2,49940,18
253,orion_protocol,https://whitepaper.io/document/0/orion-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=orion-protocol,46,58,82758,1
254,bluzelle,https://whitepaper.io/document/340/bluzelle-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryInIjVXQ,42,12,71550,2
255,coinpoker,https://whitepaper.io/document/0/coinpoker-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=coinpoker,19,16,43085,0
256,bitcicoin,https://whitepaper.io/document/0/bitcicoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=bitcicoin,26,0,21874,0
257,district0x,https://whitepaper.io/document/189/district0x-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Syqow5M-m,22,21,31323,6
258,airswap,https://whitepaper.io/document/165/airswap-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bk0nUDfZX,13,0,15868,0
259,tokenlon_network_token,https://whitepaper.io/document/0/tokenlon-network-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=tokenlon-network-token,18,13,20061,6
260,time_new_bank,https://whitepaper.io/document/132/time-new-bank-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sy-Vk6Cem,25,25,38697,1
261,phantasma,https://whitepaper.io/document/287/phantasma-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkhbVww-X,49,6,80272,15
262,efforce,https://whitepaper.io/document/0/efforce-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=efforce,54,2,54017,1
263,selfkey,https://whitepaper.io/document/275/selfkey-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJ31cyPZX,29,10,58816,2
264,mil_k,https://whitepaper.io/document/657/mil-k-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1tX87l7_,24,0,53904,0
265,elitium,https://whitepaper.io/document/575/elitium-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H16yX8rXI,36,72,76479,0
266,mantra_dao,https://whitepaper.io/document/641/mantra-dao-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJVYOZ1f_,47,98,46623,2
267,streamr_datacoin,https://whitepaper.io/document/137/streamr-datacoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H192yA0eX,28,16,76589,1
268,latoken,https://whitepaper.io/document/413/latoken-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1nOXzSa4,40,40,2802,0
269,beam,https://whitepaper.io/document/684/beam-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SkFS7_GNO,4,0,10350,1
270,cortex,https://whitepaper.io/document/49/cortex-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJ6a13bAM,44,11,140833,9
271,adex,https://whitepaper.io/document/166/adex-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1Sr_vM-X,33,34,53389,4
272,kin,https://whitepaper.io/document/71/kin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1nprm-x7,28,21,49161,0
273,litentry,https://whitepaper.io/document/635/litentry-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rktie_C-O,30,0,41041,20
274,waltonchain,https://whitepaper.io/document/30/waltonchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1RqPl06M,71,112,97698,1
275,ambrosus,https://whitepaper.io/document/127/ambrosus-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1l-i80g7,37,49,40748,1
276,unibright,https://whitepaper.io/document/535/unibright-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=By5j50fXL,33,9,57252,1
277,mithril,https://whitepaper.io/document/36/mithril-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SybHBg1AG,30,42,23449,0
278,gyen,https://whitepaper.io/document/0/gyen-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=gyen,9,11,19362,0
279,akropolis,https://whitepaper.io/document/634/akropolis-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r16yyd0b_,33,4,157291,25
280,saito,https://whitepaper.io/document/0/saito-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=saito,6,4,28166,0
281,gifto,https://whitepaper.io/document/77/gifto-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJQXPVbxQ,54,315,82924,1
282,viberate,https://whitepaper.io/document/255/viberate-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BySYINI-7,34,0,58391,0
283,haven_protocol,https://whitepaper.io/document/0/haven-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=haven-protocol,15,10,32345,33
284,aion,https://whitepaper.io/document/31/aion-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkcx21JAz,23,1,68819,3
285,solve_care,https://whitepaper.io/document/402/solve-care-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hk_rktG3V,14,18,16739,0
286,degate,https://whitepaper.io/document/0/degate-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=degate,8,0,15902,9
287,nuls,https://whitepaper.io/document/68/nuls-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1acyQ-l7,15,15,22858,1
288,prizm,https://whitepaper.io/document/217/prizm-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJNUDdQWX,44,44,0,0
289,dock,https://whitepaper.io/document/188/dock-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r112U5Mb7,25,2,51418,2
290,hydra,https://whitepaper.io/document/677/hydra-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BymYs79QO,22,3,75690,12
291,map_protocol,https://whitepaper.io/document/0/map-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=map-protocol,26,27,36982,1
292,bytom,https://whitepaper.io/document/18/bytom-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sk7zAsYpf,17,8,32894,0
293,pnetwork,https://whitepaper.io/document/590/pnetwork-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sk89Yopev,15,0,29211,0
294,kleros,https://whitepaper.io/document/553/kleros-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1SBS-VQ8,17,11,43945,7
295,nestree,https://whitepaper.io/document/0/nestree-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=nestree,26,5,60087,0
296,apollo_currency,https://whitepaper.io/document/424/apollo-currency-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Skx6zQrpN,1,1,2302,0
297,measurable_data_token,https://whitepaper.io/document/0/measurable-data-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=measurable-data-token,31,17,40742,7
298,waykichain,https://whitepaper.io/document/37/waykichain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkY9DlkRG,27,23,63123,0
299,digixdao,https://whitepaper.io/document/25/digixdao-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1bkFk0TG,22,20,17589,0
300,fusion,https://whitepaper.io/document/55/fusion-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkDwtnWCG,60,16,131596,15
301,fox_token,https://whitepaper.io/document/0/fox-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=fox-token,14,127,11286,0
302,cube,https://whitepaper.io/document/152/cube-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkgKa--Wm,29,18,35468,0
303,mimblewimblecoin,https://whitepaper.io/document/629/mimblewimblecoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkqhR2T-d,5,1,9360,0
304,peercoin,https://whitepaper.io/document/139/peercoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJt8goJ-7,6,0,14704,0
305,sonm,https://whitepaper.io/document/326/sonm-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkvlnrkzQ,42,11,88432,18
306,all_sports,https://whitepaper.io/document/100/all-sports-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJqEA3ml7,31,14,70822,0
307,dodo,https://whitepaper.io/document/715/dodo-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BJ6ORWrB_,30,13,41434,26
308,metronome,https://whitepaper.io/document/351/metronome-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJ_Ef9aNX,41,41,95047,28
309,valobit,https://whitepaper.io/document/0/valobit-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=valobit,18,3,20219,5
310,btu_protocol,https://whitepaper.io/document/444/btu-protocol-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S1rdv42CV,21,2,45489,0
311,apm_coin,https://whitepaper.io/document/552/apm-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1RmQ-VX8,24,24,37994,11
312,arcblock,https://whitepaper.io/document/113/arcblock-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJgoAHSxm,28,11,51226,1
313,vite,https://whitepaper.io/document/454/vite-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HJSou3hAV,24,9,89550,50
314,yield_app,https://whitepaper.io/document/0/yield-app-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=yield-app,37,12,32886,0
315,hathor,https://whitepaper.io/document/0/hathor-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=hathor,25,2,107770,588
316,bridge_oracle,https://whitepaper.io/document/655/bridge-oracle-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=By5MBn1md,24,34,41775,0
317,bosagora,https://whitepaper.io/document/526/bosagora-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HywcPC6f8,42,2,84264,9
318,dad,https://whitepaper.io/document/0/dad-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dad,9,5,17617,1
319,redfox_labs,https://whitepaper.io/document/643/redfox-labs-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bkf0MMJGu,29,58,35706,0
320,cajutel,https://whitepaper.io/document/432/cajutel-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryB2rhwCV,24,16,39292,6
321,stratos,https://whitepaper.io/document/0/stratos-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=stratos,42,19,52809,1
322,grid,https://whitepaper.io/document/269/grid-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByoFOjUW7,65,28,129271,10
323,byteball_bytes,https://whitepaper.io/document/93/byteball-bytes-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Byt-uF-eQ,49,5,130232,29
324,milc_platform,https://whitepaper.io/document/0/milc-platform-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=milc-platform,29,27,36173,4
325,zkswap,https://whitepaper.io/document/648/zkswap-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Bk0Z9KCfd,15,9,21847,19
326,polyswarm,https://whitepaper.io/document/0/polyswarm-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=polyswarm,33,8,57710,3
327,1irstcoin,https://whitepaper.io/document/477/1irstcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SysvF0gXH,5,5,8934,0
328,somnium_space_cubes,https://whitepaper.io/document/0/somnium-space-cubes-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=somnium-space-cubes,29,64,27207,0
329,sensorium,https://whitepaper.io/document/686/sensorium-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyEbi_zEd,30,15,48709,1
330,oxen,https://whitepaper.io/document/0/oxen-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=oxen,24,0,69888,3
331,dacxi,https://whitepaper.io/document/0/dacxi-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=dacxi,5,3,5049,0
332,quantum_resistant_ledger,https://whitepaper.io/document/167/quantum-resistant-ledger-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkPhtvf-7,15,9,39808,105
333,deeper_network,https://whitepaper.io/document/0/deeper-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=deeper-network,84,18,113633,22
334,perlin,https://whitepaper.io/document/537/perlin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJECk177U,12,0,42826,24
335,diamond,https://whitepaper.io/document/315/diamond-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ByOSTsK-7,15,16,33968,0
336,crypterium,https://whitepaper.io/document/134/crypterium-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HkhbfTAx7,35,57,69402,3
337,reddcoin,https://whitepaper.io/document/48/reddcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyCACiZRG,13,0,35792,1
338,energi,https://whitepaper.io/document/439/energi-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ry17bE204,25,49,1995,0
339,nunet,https://whitepaper.io/document/0/nunet-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=nunet,43,6,194417,1
340,cryptex_finance,https://whitepaper.io/document/0/cryptex-finance-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=cryptex-finance,7,0,17225,14
341,unilend,https://whitepaper.io/document/0/unilend-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=unilend,16,16,0,0
342,callisto_network,https://whitepaper.io/document/345/callisto-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SJmQBYOXQ,21,9,33507,2
343,switcheo,https://whitepaper.io/document/291/switcheo-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJMMqDDZm,12,1,28297,0
344,newscrypto,https://whitepaper.io/document/0/newscrypto-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=newscrypto,21,3,38302,0
345,qash_liquid,https://whitepaper.io/document/54/qash-liquid-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryMzdhb0f,73,32,82704,2
346,adappter_token,https://whitepaper.io/document/0/adappter-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=adappter-token,37,26,49249,0
347,newyork_exchange,https://whitepaper.io/document/631/newyork-exchange-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=H1xGNMa6Zu,12,13,26800,0
348,xenioscoin,https://whitepaper.io/document/0/xenioscoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=xenioscoin,11,9,90802,0
349,rupiah_token,https://whitepaper.io/document/745/rupiah-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Sk9yVKewO,15,15,18126,0
350,chainx,https://whitepaper.io/document/639/chainx-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rkx7x4WJG_,31,2,37647,16
351,digitalbits,https://whitepaper.io/document/0/digitalbits-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=digitalbits,32,1,75698,0
352,seele,https://whitepaper.io/document/369/seele-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Byi980IsN,31,37,66798,25
353,inflation_hedging_coin,https://whitepaper.io/document/0/inflation-hedging-coin-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=inflation-hedging-coin,111,48,104806,1
354,masq,https://whitepaper.io/document/0/masq-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=masq,5,0,10507,0
355,findora,https://whitepaper.io/document/0/findora-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=findora,67,9,144804,116
356,insights_network,https://whitepaper.io/document/0/insights-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=insights-network,26,4,54316,0
357,mobius,https://whitepaper.io/document/229/mobius-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=rJMBSJVbQ,38,19,71611,47
358,observer,https://whitepaper.io/document/0/observer-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=observer,15,10,26897,6
359,edgeware,https://whitepaper.io/document/637/edgeware-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=SyMPQdCWu,18,0,38309,2
360,titanswap,https://whitepaper.io/document/0/titanswap-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=titanswap,8,4,11991,0
361,scallop,https://whitepaper.io/document/0/scallop-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=scallop,25,28,5702,0
362,asta,https://whitepaper.io/document/0/asta-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=asta,33,17,46245,5
363,swash,https://whitepaper.io/document/0/swash-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=swash,38,24,74975,9
364,retreeb,https://whitepaper.io/document/0/retreeb-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=retreeb,24,0,38219,2
365,dragonchain,https://whitepaper.io/document/58/dragonchain-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1Cea2W0G,15,6,30051,0
366,poseidon_network,https://whitepaper.io/document/563/poseidon-network-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=ryirnOV7L,68,53,87770,13
367,aax_token,https://whitepaper.io/document/688/aax-token-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=HycKAdGE_,33,36,56649,0
368,smart_valor,https://whitepaper.io/document/372/smart-valor-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=B1PeoRIo4,103,100,204253,27
369,hiblocks,https://whitepaper.io/document/0/hiblocks-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=hiblocks,49,110,66625,0
370,position_exchange,https://whitepaper.io/document/0/position-exchange-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=position-exchange,29,29,46511,1
371,swftcoin,https://whitepaper.io/document/172/swftcoin-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=BkiFxuGWm,32,13,39443,0
372,ovr,https://whitepaper.io/document/0/ovr-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=ovr,61,60,74339,5
373,cashaa,https://whitepaper.io/document/212/cashaa-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=S19LZumb7,33,17,74392,0
374,modum,https://whitepaper.io/document/213/modum-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=r1X5GOQWX,20,19,39465,4
375,wabi,https://whitepaper.io/document/225/wabi-whitepaper,https://api-new.whitepaper.io/documents/pdf?id=Hkdd8YQWQ,40,107,41152,1
376,blockv,https://whitepaper.io/document/0/blockv-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=blockv,27,27,68616,0
377,electric_vehicle_zone,https://whitepaper.io/document/0/electric-vehicle-zone-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=electric-vehicle-zone,36,36,74669,15
378,scprime,https://whitepaper.io/document/0/scprime-whitepaper,https://api-new.whitepaper.io/documents/pdf?slug=scprime,27,6,77057,11
