,name,raw_wp_url
0,https://whitepaper.io/document/0/kava-swap-whitepaper,kava_swap
1,https://whitepaper.io/document/0/iqeon-whitepaper,iqeon
2,https://whitepaper.io/document/160/wagerr-whitepaper,wagerr
3,https://whitepaper.io/document/211/internet-node-token-whitepaper,internet_node_token
4,https://whitepaper.io/document/138/cybervein-whitepaper,cybervein
5,https://whitepaper.io/document/660/attila-whitepaper,attila
6,https://whitepaper.io/document/0/wicrypt-whitepaper,wicrypt
7,https://whitepaper.io/document/0/kampay-whitepaper,kampay
8,https://whitepaper.io/document/0/stakeborg-dao-whitepaper,stakeborg_dao
9,https://whitepaper.io/document/0/webdollar-whitepaper,webdollar
10,https://whitepaper.io/document/342/docademic-whitepaper,docademic
11,https://whitepaper.io/document/0/dentacoin-whitepaper,dentacoin
12,https://whitepaper.io/document/0/gleec-whitepaper,gleec
13,https://whitepaper.io/document/170/hydro-protocol-whitepaper,hydro_protocol
14,https://whitepaper.io/document/347/libra-credit-whitepaper,libra_credit
15,https://whitepaper.io/document/171/gulden-whitepaper,gulden
16,https://whitepaper.io/document/756/ardcoin-whitepaper,ardcoin
17,https://whitepaper.io/document/162/cloakcoin-whitepaper,cloakcoin
18,https://whitepaper.io/document/0/ibstoken-whitepaper,ibstoken
19,https://whitepaper.io/document/59/matrix-ai-network-whitepaper,matrix_ai_network
20,https://whitepaper.io/document/394/project-pai-whitepaper,project_pai
21,https://whitepaper.io/document/0/herocoin-whitepaper,herocoin
22,https://whitepaper.io/document/573/anchor-whitepaper,anchor
23,https://whitepaper.io/document/268/dimecoin-whitepaper,dimecoin
24,https://whitepaper.io/document/301/deeponion-whitepaper,deeponion
25,https://whitepaper.io/document/156/daex-whitepaper,daex
26,https://whitepaper.io/document/569/vidy-whitepaper,vidy
27,https://whitepaper.io/document/0/airight-whitepaper,airight
28,https://whitepaper.io/document/0/don-key-whitepaper,don_key
29,https://whitepaper.io/document/0/florin-whitepaper,florin
30,https://whitepaper.io/document/0/brother-music-platform-whitepaper,brother_music_platform
31,https://whitepaper.io/document/0/epik-protocol-whitepaper,epik_protocol
32,https://whitepaper.io/document/0/isiklar-coin-whitepaper,isiklar_coin
33,https://whitepaper.io/document/412/crypto20-whitepaper,crypto20
34,https://whitepaper.io/document/130/credits-whitepaper,credits
35,https://whitepaper.io/document/219/cpchain-whitepaper,cpchain
36,https://whitepaper.io/document/0/signata-whitepaper,signata
37,https://whitepaper.io/document/94/high-performance-blockchain-whitepaper,high_performance_blockchain
38,https://whitepaper.io/document/105/cindicator-whitepaper,cindicator
39,https://whitepaper.io/document/0/ally-whitepaper,ally
40,https://whitepaper.io/document/567/platincoin-whitepaper,platincoin
41,https://whitepaper.io/document/90/truechain-whitepaper,truechain
42,https://whitepaper.io/document/521/breezecoin-whitepaper,breezecoin
43,https://whitepaper.io/document/555/pillar-whitepaper,pillar
44,https://whitepaper.io/document/0/shirtum-whitepaper,shirtum
45,https://whitepaper.io/document/0/peri-finance-whitepaper,peri_finance
46,https://whitepaper.io/document/0/chronicle-whitepaper,chronicle
47,https://whitepaper.io/document/0/rangers-protocol-whitepaper,rangers_protocol
48,https://whitepaper.io/document/335/carvertical-whitepaper,carvertical
49,https://whitepaper.io/document/0/realfevr-whitepaper,realfevr
50,https://whitepaper.io/document/689/unistake-whitepaper,unistake
51,https://whitepaper.io/document/0/cutcoin-whitepaper,cutcoin
52,https://whitepaper.io/document/0/42-coin-whitepaper,42_coin
53,https://whitepaper.io/document/0/bitcoin-plus-whitepaper,bitcoin_plus
54,https://whitepaper.io/document/514/youchain-whitepaper,youchain
55,https://whitepaper.io/document/292/fortuna-whitepaper,fortuna
56,https://whitepaper.io/document/280/bean-cash-bitbean-whitepaper,bean_cash_bitbean
57,https://whitepaper.io/document/0/drife-whitepaper,drife
58,https://whitepaper.io/document/0/gamespad-whitepaper,gamespad
59,https://whitepaper.io/document/0/integritee-network-whitepaper,integritee_network
60,https://whitepaper.io/document/143/bread-whitepaper,bread
